	#	$	''	(	)	,	.	:	CC	CD	DT	EX	FW	IN	JJ	JJR	JJS	MD	NN	NNP	NNPS	NNS	PDT	POS	PRP	PRP$	RB	RBR	RBS	RP	SYM	TO	UH	VB	VBD	VBG	VBN	VBP	VBZ	WDT	WP	WP$	WRB	``
Lovejoy	-22.696623	-23.160292	-32.164349	-33.501373	-37.198765	-26.985723	-36.740299	-43.474579	-32.631775	-30.926876	-26.864111	-45.555626	-41.363865	-27.065002	7.778184	-23.531816	-25.420073	-33.145283	2.349005	7.531065	-12.095406	-9.038235	-27.426090	-27.426050	-24.299076	-28.975077	-5.265346	-38.108284	-28.037964	-31.653055	-28.187508	-30.302094	-20.581707	7.291405	-16.572531	-16.176168	-16.549805	1.501041	-19.465317	-36.715103	-36.443752	-32.402916	-39.968529	-27.793777
External	-19.588751	-21.346865	-23.556334	-15.473699	-12.676212	-27.160275	-16.506638	-10.337486	-9.751356	-17.923864	-9.699969	-22.252731	-13.345259	-9.627962	8.821255	-10.931107	-24.979198	-12.777314	2.901447	9.620427	-16.869740	-12.176657	-11.662571	-22.064541	-10.990984	-20.983511	-1.236493	-13.409678	-32.456413	-24.550835	-16.570114	-16.405903	-15.889565	1.021680	-12.880827	-23.219692	-14.264101	-3.716614	-19.433290	-18.663126	-13.388160	-26.426725	-16.990528	-16.333977
Affairs	-21.557293	-6.222713	-23.228840	-14.260322	-9.379932	-17.538412	-16.539474	-13.453530	-19.992369	-17.557049	-15.331405	-14.606197	-14.629081	-7.313550	-3.174953	-20.201393	-29.666462	-28.338350	-1.441631	8.098267	4.815588	4.926105	-32.725864	-18.073591	-5.921889	-7.708553	-4.887872	-16.058260	-29.540913	-25.512835	-14.459563	-14.315235	-11.363363	-10.000563	-23.998085	-22.539341	-24.320179	-14.494347	-6.692892	-22.113020	-18.850492	-24.089325	-30.062918	-10.946710
Smithsonian	-29.179905	-18.422136	-31.630491	-28.253685	-22.635590	-33.222923	-29.346531	-29.626955	-20.848576	-16.079639	-17.946825	-32.210869	-17.414915	-6.379483	6.508868	-15.286551	-18.718014	-35.911732	3.389415	9.957481	-8.133725	-9.744652	-27.452017	-39.205803	-16.550579	-28.721632	0.788815	-25.817867	-39.250252	-20.029779	-20.496317	-29.155659	-28.530529	-5.499992	-12.446427	-12.230567	-12.444358	-11.295810	-27.236521	-18.817963	-22.556379	-34.007504	-31.630400	-31.109735
Institution	-22.768835	-21.228117	-25.606184	-26.478750	-19.266109	-23.185236	-14.541308	-14.795172	-17.471996	-8.118201	-15.094453	-24.779503	-7.386060	-2.983259	1.493545	-20.116253	-18.407656	-28.069988	4.739202	7.939869	-9.866077	-7.091430	-20.576284	-17.736795	-10.224052	-14.410119	0.897462	-25.050755	-19.472933	-10.792385	-13.693086	-16.747168	-12.273334	-0.068074	-12.505844	-10.009566	-8.046021	-3.159235	-20.060757	-15.223042	-20.870636	-23.855337	-14.293894	-17.283140
Coca-Cola	-38.282803	-19.450733	-41.341606	-27.515327	-18.218420	-34.942829	-20.454948	-18.979582	-30.802412	-32.056316	-20.705185	-41.734867	-13.458575	-25.262558	1.242077	-25.257471	-30.762207	-36.746521	4.228048	14.399577	-11.826265	-15.062867	-31.990585	-44.348679	-22.041836	-19.011265	-7.365191	-27.972166	-43.877827	-29.374521	-26.754496	-21.701094	-23.697779	-1.986200	-24.656935	-22.598654	-17.628426	-9.835170	-23.221142	-33.000401	-28.252190	-42.246098	-34.383865	-29.573578
Enterprises	-20.392452	-8.235491	-24.592632	-12.977623	-13.170806	-25.592926	-14.318827	-11.799758	-12.121287	-15.057794	-14.968163	-24.793373	-11.488665	-7.890385	-9.037010	-19.989092	-25.847044	-21.916384	-3.422971	8.066534	7.480650	5.869407	-22.888048	-8.491296	-8.819220	-8.764936	-4.992351	-16.964972	-31.976706	-23.742239	-9.738618	-17.452217	-7.250464	-7.794345	-17.274183	-19.460405	-14.076514	-13.756303	1.933295	-24.887869	-18.560379	-26.059570	-25.447355	-19.656036
fulfilling	-22.836926	-19.494259	-24.113640	-19.495895	-22.427040	-27.553970	-26.956863	-17.822002	-25.968361	-11.585752	-26.874311	-22.390507	-14.834428	-9.657835	7.479080	-6.206808	-6.082661	-22.359602	5.559318	-12.611291	-25.198479	-0.038267	-20.151800	-29.995449	-14.508801	-25.990406	-2.556526	-10.889825	-16.930515	-18.732971	-22.593313	-30.118534	-27.546299	0.669265	-3.510051	9.053325	-3.031172	-3.092032	-12.503826	-22.240639	-29.836754	-21.605366	-26.714037	-24.477684
dismal	-17.103617	-19.689596	-21.463881	-16.094994	-17.033733	-23.663185	-15.771778	-16.624851	-13.731824	-24.081295	-14.070778	-26.274509	-12.066895	-14.139858	8.109461	-6.807922	-15.373955	-12.987085	5.540971	-2.975998	-28.989046	-7.115907	-9.689528	-24.978403	-9.282106	-19.132019	-4.258536	-12.219488	-28.118549	-23.582279	-19.318947	-20.761583	-22.119785	1.292229	-12.301444	-20.054070	-11.557409	-1.872901	-17.895582	-18.371759	-11.581861	-21.578293	-22.050722	-21.852743
forecast	-14.620445	-16.508636	-18.311014	-16.034292	-14.107088	-17.737410	-17.251797	-19.725281	-11.660237	-7.682916	-3.643098	-15.144533	-5.919471	-3.042595	1.570776	-9.855622	-2.482859	-9.252075	4.695687	-15.088009	-23.392431	-4.281462	-7.895117	-24.012318	-8.713833	-9.628788	-1.508334	-13.518546	-10.746129	-10.827256	-17.578030	-13.724155	-16.702969	3.701221	-0.148609	-6.627727	-4.160094	2.763840	-7.145813	-8.409642	-16.393591	-18.254454	-19.462627	-18.627556
68	-16.667717	-9.615950	-36.342487	-19.767693	-31.054972	-18.394247	-17.096273	-19.338026	-17.431978	24.769115	-7.449956	-21.519640	-21.793148	1.035553	1.767073	-26.305861	-66.403870	-42.848328	1.651835	2.686693	-13.068690	-11.526193	-32.821400	-35.063850	-1.217369	-9.259239	-1.723779	-27.626579	-60.049778	-42.318954	-8.953055	-10.539589	-21.071087	-6.280299	-31.367523	-22.238230	-22.259661	-9.762913	-24.323616	-41.943935	-43.975456	-27.882835	-26.068470	-15.184047
Stung	-19.792782	-9.377058	-11.852386	-14.174644	-14.296751	-23.591089	-18.656797	-20.900476	-18.017830	-7.216507	-17.417738	-16.844940	-15.105047	-13.294547	2.973725	-12.204451	-5.637920	-19.808867	1.530919	5.996659	-5.152969	-0.149750	-18.871489	-17.834761	-11.617182	-15.531336	-1.044092	-12.778394	-18.863918	-14.860522	-16.490080	-17.634449	-22.106562	-2.804811	-1.035302	-6.484979	0.509439	-5.729533	-8.815768	-19.971931	-24.411581	-19.176046	-19.796192	-16.310621
marketing	-17.849096	-12.551388	-16.911854	-20.985363	-20.770086	-18.280670	-23.211384	-14.322419	-22.628496	-19.081848	-29.207291	-23.838823	-9.056058	-10.647973	4.824801	-8.019435	-14.291145	-17.966282	8.185783	-0.281550	-12.038190	-1.046397	-19.987593	-21.884438	-18.991251	-14.915263	-2.294586	-10.260418	-15.636031	-16.010071	-14.872296	-20.249918	-22.195927	0.223728	-9.731646	6.587069	-6.517831	-4.034744	-16.179106	-21.532751	-26.255148	-13.159042	-21.644285	-14.825999
costs	-24.510784	-14.165249	-27.593742	-20.469971	-16.735685	-15.753951	-17.907253	-25.261292	-19.515631	-17.718081	-17.711796	-24.395369	-6.142650	-21.738647	-3.131829	-10.055835	-18.604155	-21.950920	1.172439	-10.749582	-11.792918	10.635768	-19.118219	-18.605209	-10.561012	-13.268540	-13.095444	-16.875980	-24.521702	-25.862181	-17.826096	-22.630024	-21.823959	-5.044392	-8.825002	-12.040057	-9.843330	-7.380387	5.753948	-24.502737	-23.262440	-25.455921	-33.721325	-20.242802
volume	-18.063814	-23.623472	-28.472765	-26.624405	-25.047037	-19.145420	-30.392872	-27.608385	-17.400854	-18.500330	-13.197104	-33.093517	-7.667282	-14.248377	4.094815	-20.405128	-14.036136	-37.080971	9.814043	-4.052174	-24.186611	-9.696083	-20.777912	-27.438723	-14.301294	-34.853291	-5.741814	-24.977617	-14.680390	-21.178019	-19.859467	-12.262607	-19.917730	4.133883	-12.003318	-15.902426	-13.044999	1.928764	-17.699469	-24.837492	-22.892138	-28.735718	-45.382206	-24.882315
Coke	-25.986982	-21.731281	-21.717674	-19.816769	-19.916466	-16.249281	-17.753916	-18.690437	-18.633745	-11.335900	-8.343381	-27.601942	-20.435740	-5.662719	-4.030447	-22.748215	-29.285084	-20.435862	2.014936	6.379068	-5.061479	-5.622346	-25.579208	-23.121672	-12.607450	-23.006498	-8.178493	-25.036167	-38.342220	-22.653458	-30.079844	-23.938574	-12.134352	3.821018	-0.713311	-17.265604	-6.666067	-1.375839	-10.322499	-18.218357	-20.883169	-21.156542	-15.713511	-14.316812
bottling	-22.792698	-11.936466	-21.938427	-19.769539	-19.541393	-19.572203	-25.167213	-24.998926	-23.710546	-14.938318	-21.219961	-22.758629	-8.719725	-12.494976	7.076422	-4.722358	-7.328352	-29.471191	5.097905	-7.229262	-18.317991	0.275868	-21.372698	-25.858839	-18.412249	-19.591576	-2.710582	-9.205954	-11.206224	-18.220518	-16.656603	-25.582060	-25.991896	1.411370	-6.525046	9.239804	-6.726056	-4.151457	-10.651457	-22.057493	-23.448606	-17.509136	-20.076048	-17.876078
12.7	-30.094589	-17.604744	-59.684784	-30.402328	-43.498947	-39.150772	-21.728191	-16.191877	-19.723314	33.063282	-33.318916	-36.958027	-18.576349	-17.989458	1.504683	-31.954468	-58.939220	-57.942898	2.309942	4.981812	-20.472204	-9.379553	-44.143124	-50.293743	-16.880716	-23.629644	-2.371848	-50.534153	-69.119888	-40.853069	-24.815289	-28.741451	-30.509872	-5.647806	-18.376507	-19.438408	-13.223309	-8.588616	-26.112431	-46.730362	-39.827084	-38.410583	-24.374516	-23.583225
39.9	-34.005375	-18.343567	-60.475597	-33.426235	-50.285496	-41.581837	-24.609974	-11.377629	-52.264633	35.389194	-26.010225	-56.826710	-33.471401	-10.561634	-3.331416	-31.791948	-63.475368	-67.039307	4.873784	-9.803853	-29.597178	-11.833371	-39.448330	-68.034798	-15.624008	-34.510826	-2.234076	-52.384262	-82.518944	-55.946030	-26.960543	-43.200199	-39.073689	-1.715522	-24.263313	-5.643661	-21.631029	-5.489678	-22.145721	-49.779858	-46.575645	-44.542721	-29.261143	-20.874180
met	-15.683317	-13.692078	-24.533255	-19.148430	-17.108160	-20.186798	-16.093651	-24.690742	-23.756931	-20.315123	-20.717947	-26.213223	-7.266315	-13.250654	-1.184278	-10.472073	-20.220764	-2.843112	2.448791	-2.489376	-12.974694	-3.831252	-20.363276	-17.655813	-2.629227	-13.005606	-5.025944	-17.352606	-19.748072	-20.531820	-13.292541	-10.324420	-20.487963	3.255434	7.285527	-7.610640	5.485666	-2.088287	-7.668357	-24.138870	-13.587882	-18.572153	-17.097910	-16.283056
slashed	-14.961916	-12.508936	-13.447906	-14.237175	-17.313974	-13.950819	-17.639107	-21.282925	-17.429247	-9.076090	-16.921867	-17.558542	-9.048928	-11.527843	4.937458	-11.375806	-12.461898	-8.564742	-1.078415	-8.854317	-29.675467	-9.645349	-16.340332	-15.094342	-4.074643	-12.410582	-10.348101	-17.594473	-23.765354	-16.622393	-11.319429	-15.269595	-19.290743	-0.388607	11.034052	-27.198153	8.936919	-5.468869	-15.417703	-13.938304	-13.042268	-13.525715	-20.893547	-15.199537
projections	-32.501961	-17.520706	-41.185207	-33.385857	-20.373764	-22.637726	-31.812998	-25.804932	-30.942093	-25.619959	-34.157768	-35.032230	-5.121167	-19.258020	-3.505292	-21.512392	-21.265852	-35.131824	0.255996	-6.749743	-12.030782	12.415028	-29.694147	-19.919779	-16.768429	-29.069466	-10.589907	-29.351269	-20.881969	-36.465923	-21.575001	-27.985826	-29.144054	-6.595475	-8.758056	-5.523791	-9.472346	-10.732508	2.076817	-27.854889	-25.664829	-32.520897	-50.229916	-21.306541
tumble	-15.725805	-17.695227	-16.171993	-15.477906	-21.301052	-26.720825	-27.050367	-16.939903	-20.358366	-15.892323	-9.280448	-17.499323	-17.004290	-11.203390	2.634106	-7.205064	-7.840741	-26.280500	6.758785	-12.554720	-24.136827	-5.820820	-18.412153	-27.321283	-12.524900	-32.547688	-2.347292	-11.606189	-12.915850	-26.344522	-19.127302	-15.456347	-20.136047	6.430671	-1.508589	-10.072968	-6.797409	4.532721	-5.445715	-26.044350	-20.164047	-25.060892	-30.744226	-17.667673
37	-27.264160	-16.711147	-46.528645	-23.028738	-39.067142	-27.173540	-21.588131	-30.001806	-10.598755	27.190945	-10.648497	-30.032156	-22.562918	-2.349178	4.207586	-39.765686	-71.896538	-55.406536	3.579903	-6.113090	-23.110802	-14.086141	-38.331142	-44.028313	-6.100807	-16.470583	3.375056	-43.537857	-61.249531	-33.261700	-14.919216	-23.548832	-35.913185	-3.460386	-32.508518	-19.166908	-24.135794	-7.776323	-29.690481	-47.901203	-47.038635	-36.730198	-36.815567	-28.997231
spokesman	-20.124405	-21.170015	-24.256424	-22.082088	-21.599638	-19.846962	-22.262575	-18.612057	-19.014723	-17.345421	-7.245081	-21.615679	-4.742005	-6.475533	0.209029	-13.232566	-7.485633	-17.685583	7.567824	-10.761245	-24.043522	-1.874384	-6.709906	-27.870840	-12.244520	-24.195276	-8.945033	-16.261475	-15.580684	-17.337347	-23.327538	-19.330944	-21.088696	1.292923	-2.661816	-9.343105	-3.657643	0.517808	-7.884508	-16.210487	-16.879679	-16.765709	-28.623177	-19.173523
sticks	-17.248804	-9.389944	-18.609545	-18.559587	-18.036345	-11.142850	-16.464239	-19.501619	-18.292025	-14.654877	-16.276739	-16.700449	-5.599634	-9.238481	-3.370904	-13.080449	-21.082361	-27.941828	-4.447594	-8.217947	-9.466561	6.387111	-22.014713	-9.150005	-7.390108	-14.883095	-2.666592	-15.745381	-21.197289	-24.606741	-18.217722	-20.744598	-20.592125	-4.854762	-9.259816	-16.293592	-19.353640	-7.208861	6.965263	-17.667971	-21.218462	-17.842585	-25.833052	-13.534350
1.02	-24.908072	-5.496703	-46.625607	-18.116049	-29.828461	-26.729147	-10.771033	-11.178697	-26.965986	23.371103	-22.608732	-34.204369	-26.027254	-15.479762	2.254706	-18.935091	-49.970791	-51.241974	1.128812	4.697412	-6.668970	3.199201	-32.014568	-38.183048	-15.989010	-25.220150	-3.515241	-38.022190	-69.123222	-44.729698	-21.951204	-28.821964	-33.590828	-7.898679	-26.414223	-9.124935	-20.549074	-6.254134	-18.130861	-46.903980	-22.467342	-34.515415	-22.133850	-13.683733
year-ago	-37.616447	-26.931417	-38.568203	-25.198399	-25.128555	-41.011318	-36.652557	-24.577593	-27.544569	-34.207821	-25.653858	-55.336334	-19.648056	-20.908480	11.127722	-17.224218	-14.418700	-50.067547	6.687015	-7.206357	-27.802610	-3.298542	-36.096333	-44.403370	-13.853109	-31.992077	-3.987788	-28.317068	-25.367329	-29.400181	-39.486187	-33.059334	-21.339809	-1.543997	-24.963640	-25.995935	-13.655003	-7.886511	-23.350241	-34.952011	-34.781620	-34.854420	-43.104095	-45.326965
December	-13.339668	-12.489208	-15.330823	-10.897331	-9.265673	-15.258771	-12.864157	-11.484824	-10.950764	-8.628282	-5.845994	-19.336687	-9.600958	-3.793921	1.951499	-0.241822	-24.011492	-26.541136	3.015980	9.194274	-9.690269	-13.474420	-23.006769	-18.323595	-10.572210	-18.618483	-4.508508	-5.024075	-27.002707	-22.503773	-12.059697	-11.027145	-14.068784	0.595924	-9.922913	-10.960238	-9.559076	-3.704859	-16.504269	-11.832104	-12.873764	-13.553861	-10.240333	-13.076855
Excluding	-22.800089	-7.404754	-17.577404	-20.189116	-15.778336	-20.151512	-19.941273	-19.625353	-24.935328	-16.338924	-25.140820	-17.167965	-27.723806	-8.472645	5.708316	-9.553038	-18.246853	-26.187546	3.073325	6.767528	-6.235561	-3.093377	-24.795849	-28.249521	-12.501745	-17.361542	-4.289649	-16.431393	-19.193888	-20.297783	-15.018662	-19.999975	-18.346659	-1.430699	-8.303593	11.538337	-6.611451	-4.927130	-11.310438	-21.316425	-16.493996	-16.787701	-16.177164	-13.734993
measured	-13.029272	-15.371441	-16.941137	-19.342957	-15.702872	-20.094109	-16.633875	-22.054840	-17.389652	-8.682201	-20.752708	-21.804319	-14.296556	-17.378937	2.906699	-12.087538	-12.095756	-14.506031	-0.477960	-2.049494	-23.248425	-11.801375	-23.027189	-17.273087	-2.092584	-12.013081	-7.675419	-19.029884	-21.490786	-22.033823	-15.408895	-14.469065	-22.567396	-1.069261	9.857691	-22.096664	7.730643	-4.709725	-15.829307	-20.274462	-19.217224	-18.194056	-23.047379	-17.134558
soda	-21.962685	-17.952116	-31.349792	-22.407738	-16.509056	-23.016106	-14.972154	-20.868505	-14.299384	-14.623020	-5.160891	-30.673635	-8.210259	-8.628309	2.021987	-14.387302	-24.036043	-19.587523	5.141830	-5.268556	-26.392347	-8.389996	-9.672352	-25.075377	-20.202572	-19.462069	-1.303330	-15.079290	-24.640148	-10.204557	-17.054127	-12.824172	-15.484556	-3.029438	-12.456701	-26.531511	-13.022022	-6.037844	-19.584133	-19.229004	-20.160963	-28.541681	-22.772116	-20.065516
below	-20.792515	-20.040337	-16.087503	-23.055019	-18.257248	-22.410278	-29.974977	-18.850681	-29.694479	-21.952341	-19.233788	-40.558113	-22.025854	9.564773	1.468204	-12.991984	-15.085818	-25.615128	-0.010024	-13.947296	-28.517162	-11.644128	-21.720037	-27.312166	-24.446604	-21.270334	3.957837	-9.639127	-20.491676	-14.269196	-25.476824	-26.397070	-17.436768	2.755926	-11.889814	-14.206471	-11.013823	-3.033755	-11.915988	-28.013380	-17.120493	-36.257961	-16.921413	-22.207430
4	-18.670422	-15.814703	-36.415344	-25.187933	-39.009144	-28.539314	-27.562752	-11.079119	-39.958160	20.169752	-16.260836	-46.113167	-15.883286	-13.317973	1.768146	-32.486118	-55.115414	-38.299358	3.766875	-6.805992	-28.228836	-10.408308	-22.419523	-43.275734	-11.415810	-30.753368	-5.979193	-41.522007	-60.694412	-41.001019	-17.346476	-20.354586	-33.858780	0.446634	-30.845476	-18.248297	-20.617674	-3.634565	-21.452862	-45.704445	-37.149837	-33.978725	-32.072224	-19.345215
soft-drink	-26.811255	-20.171791	-31.618052	-21.221272	-26.956121	-22.107677	-29.542072	-18.730259	-18.558182	-18.299591	-21.572821	-29.282063	-12.855734	-13.132270	7.687264	-7.731041	-16.826447	-30.836479	7.214675	-11.518015	-30.418365	-6.013808	-23.006170	-33.744934	-21.054724	-28.812706	-1.375271	-16.669582	-18.924122	-13.808066	-24.809893	-28.221252	-25.396221	2.376139	-14.145307	-11.689420	-13.569185	-1.607071	-21.793228	-23.959146	-28.034672	-30.460835	-31.227257	-26.328764
blamed	-18.320990	-17.847727	-17.462643	-18.422766	-17.451780	-17.096071	-22.152199	-23.649105	-25.811480	-14.956951	-22.357277	-25.226051	-16.876101	-12.708838	5.431860	-14.968153	-17.373882	-7.519753	-1.023380	-9.799074	-32.970573	-9.329872	-20.259163	-22.193310	-7.380033	-20.233549	-8.248891	-24.325144	-26.227415	-19.337982	-18.451431	-19.467197	-18.346128	-0.405449	10.046883	-25.254616	8.878092	-6.558938	-15.183002	-20.261377	-12.949408	-20.616253	-22.762518	-19.592047
Consumers	-26.686975	-17.931210	-31.692005	-21.047987	-19.569464	-25.699778	-20.248669	-28.293648	-25.936533	-22.179865	-25.841454	-30.174911	-16.365147	-24.947641	-0.992589	-16.630192	-27.778074	-33.628048	0.000912	10.904965	8.395152	9.471324	-27.454437	-19.564062	-11.452759	-20.172707	-9.351206	-21.154045	-36.999187	-34.718437	-19.501982	-27.676624	-15.652496	-6.173862	-19.242987	-15.763966	-19.098581	-12.692762	-1.857939	-33.514057	-33.820057	-33.789536	-33.594845	-23.297968
accustomed	-17.693935	-16.700041	-25.754599	-25.273609	-19.186247	-18.457672	-27.745865	-26.508234	-17.537470	-19.443577	-25.679699	-25.839657	-11.677967	-12.794376	2.937201	-13.023671	-18.846062	-7.424721	0.440300	-17.146664	-33.378559	-5.664665	-15.410970	-30.667715	-8.094494	-19.175303	-9.987829	-22.644861	-27.352261	-23.827881	-22.375204	-26.289467	-20.942680	1.304204	9.310330	-13.491363	7.322268	-4.943799	-9.081257	-21.195423	-19.827190	-23.405161	-25.243109	-22.816963
soft-drinks	-32.579124	-17.090694	-36.473476	-22.362122	-25.141752	-21.371222	-27.149792	-17.672045	-19.454004	-22.537659	-24.097187	-32.471222	-11.167226	-13.410098	0.838360	-9.935873	-22.268673	-45.057449	-1.144887	-9.676273	-17.884501	5.439107	-31.870741	-27.781290	-17.401352	-25.777176	-3.931621	-17.086315	-28.635103	-26.969738	-26.123940	-32.989464	-23.285469	-7.511095	-23.808205	-23.513042	-26.578377	-13.151939	-7.234882	-28.122416	-33.927017	-35.080681	-40.064651	-26.754745
discounted	-19.224817	-17.207222	-19.480347	-22.358728	-17.681934	-21.640375	-12.794718	-28.851875	-16.667593	-5.881279	-24.247728	-20.564894	-14.158258	-15.475204	5.539871	-18.878601	-18.395355	-5.670444	-1.780588	-8.944415	-28.747292	-8.936759	-19.339161	-22.149105	-8.877582	-15.856094	-8.375656	-27.878284	-27.141073	-20.828911	-17.776920	-19.527287	-8.871771	0.212014	7.354913	-17.915586	8.832090	-5.231334	-14.557491	-19.008692	-13.273385	-15.416989	-12.518781	-18.705004
trade	-16.153635	-14.919321	-18.784597	-14.254297	-21.334774	-13.374572	-20.925535	-19.065140	-10.627055	-8.172121	-12.304940	-13.869914	-10.304787	-10.566134	2.002400	-9.929743	-17.224260	-19.924328	7.330123	-8.163415	-26.983091	-6.431450	-16.063854	-19.064838	-11.849541	-15.413907	-4.236145	-11.520324	-20.979473	-17.774202	-14.928386	-5.459321	-22.592192	4.997429	-2.832393	-11.919040	-2.875372	2.962402	-11.957992	-17.281687	-21.619576	-17.398472	-23.275589	-12.678357
dealer	-20.601486	-17.703201	-24.017998	-20.949047	-22.966497	-20.613354	-26.147062	-23.141874	-11.640539	-18.971989	-19.571571	-24.716684	-7.620161	-10.682041	0.821783	1.631398	-11.305322	-28.172428	9.369696	-8.232420	-22.114286	-0.168520	-10.241579	-21.697823	-23.295111	-18.644257	-15.529048	-0.876301	-25.839689	-24.046051	-21.385042	-17.664671	-28.806391	3.846938	-8.126354	-10.866844	-9.264603	0.967518	-8.990136	-22.794935	-33.605553	-23.329212	-31.179728	-18.053511
incentives	-28.574842	-20.532768	-34.132240	-22.879967	-22.033569	-21.079931	-25.402546	-17.893116	-36.493656	-14.736981	-22.192604	-33.871868	-8.990911	-7.518153	-3.918433	-27.304033	-20.215569	-30.292603	-0.951037	-14.487579	-17.401527	8.161424	-27.319836	-20.186932	-19.777962	-21.498169	-0.628723	-26.439306	-30.412262	-32.380981	-21.027594	-26.383379	-27.741465	-9.396152	-16.362930	-18.513525	-13.035991	-11.153815	-2.403163	-18.925951	-29.500196	-30.616804	-24.441717	-28.604355
